"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0,44.6224386319188,0.140095874213474,"CNN3",0
"OK",0,64.3526363600739,0.201298249147301,"CD53",0
"OK",0,43.8990111449473,0.137757658519627,"OLFML3",0
"OK",0,50.5565626577606,0.158738738339,"CSDE1",0
"OK",0,52.2249568614575,0.163969353478206,"ATP1A1",0
"OK",0,57.5957190469873,0.17953154858701,"CD2",0
"OK",0,50.5233818423018,0.157211803230069,"AC245014.3",0
"OK",0,47.939863146209,0.150513090300878,"TXNIP",0
"OK",0,56.8552279840985,0.178528518127189,"MCL1",0
"OK",0,41.2097461898702,0.128562328316687,"CTSS",0
"OK",0,67.3415188348374,0.211335194344172,"CTSK",0
"OK",0,75.3964233740355,0.236776903107996,"S100A10",0
"OK",0,43.3194928879245,0.13601156345719,"S100A6",0
"OK",0,97.9825643626404,0.3077604093587,"S100A4",0
"OK",0,62.5073868437784,0.196244414870438,"KRTCAP2",0
"OK",0,45.6415571039044,0.143309737367092,"LMNA",0
"OK",0,44.0862358099183,0.138325753663199,"CRABP2",0
"OK",0,83.3203117748026,0.253540212307602,"CD1C",0
"OK",0,94.3774790282219,0.296248441663277,"ACKR1",0
"OK",0,62.2300595564354,0.19112984616387,"FCER1A",0
"OK",0,39.9890854714165,0.125541158825327,"TAGLN2",0
"OK",0,68.4905974217136,0.213778437381177,"CD48",0
"OK",0,54.6259375949193,0.171284349695086,"ADAMTS4",0
"OK",0,102.030660783032,0.3186742713203,"FCER1G",0
"OK",0,46.9772096500019,0.146511241662841,"FCGR2A",0
"OK",0,38.5442828566206,0.118095964093876,"FCGR3A",0
"OK",0,49.8605264866299,0.152376007931855,"FCGR2B",0
"OK",0,61.8930456947084,0.186462036612167,"SH2D1B",0
"OK",0,48.8219988989779,0.153252049732493,"UAP1",0
"OK",0,59.0300121610832,0.185325662426316,"RGS5",0
"OK",0,49.4231526765672,0.155141367768192,"PBX1",0
"OK",0,46.0286623338815,0.144521895656942,"MGST3",0
"OK",0,53.7340573799407,0.168460070823501,"GPR161",0
"OK",0,77.8240022488689,0.243763392842051,"XCL2",0
"OK",0,71.9405491752975,0.225067712166307,"XCL1",0
"OK",0,93.438719366992,0.293039796521086,"DPT",0
"OK",0,71.6427179982251,0.224919502837361,"ATP1B1",0
